180
0	250	0
1	249	8
2	249	17
3	248	26
4	247	34
5	246	43
6	244	51
7	242	60
8	240	68
9	237	77
10	234	85
11	231	93
12	228	101
13	224	109
14	220	117
15	216	124
16	212	132
17	207	139
18	202	146
19	197	153
20	191	160
21	185	167
22	179	173
23	173	179
24	167	185
25	160	191
26	153	197
27	146	202
28	139	207
29	132	212
30	125	216
31	117	220
32	109	224
33	101	228
34	93	231
35	85	234
36	77	237
37	68	240
38	60	242
39	51	244
40	43	246
41	34	247
42	26	248
43	17	249
44	8	249
45	0	250
46	-8	249
47	-17	249
48	-26	248
49	-34	247
50	-43	246
51	-51	244
52	-60	242
53	-68	240
54	-77	237
55	-85	234
56	-93	231
57	-101	228
58	-109	224
59	-117	220
60	-124	216
61	-132	212
62	-139	207
63	-146	202
64	-153	197
65	-160	191
66	-167	185
67	-173	179
68	-179	173
69	-185	167
70	-191	160
71	-197	153
72	-202	146
73	-207	139
74	-212	132
75	-216	124
76	-220	117
77	-224	109
78	-228	101
79	-231	93
80	-234	85
81	-237	77
82	-240	68
83	-242	60
84	-244	51
85	-246	43
86	-247	34
87	-248	26
88	-249	17
89	-249	8
90	-250	0
91	-249	-8
92	-249	-17
93	-248	-26
94	-247	-34
95	-246	-43
96	-244	-51
97	-242	-60
98	-240	-68
99	-237	-77
100	-234	-85
101	-231	-93
102	-228	-101
103	-224	-109
104	-220	-117
105	-216	-125
106	-212	-132
107	-207	-139
108	-202	-146
109	-197	-153
110	-191	-160
111	-185	-167
112	-179	-173
113	-173	-179
114	-167	-185
115	-160	-191
116	-153	-197
117	-146	-202
118	-139	-207
119	-132	-212
120	-125	-216
121	-117	-220
122	-109	-224
123	-101	-228
124	-93	-231
125	-85	-234
126	-77	-237
127	-68	-240
128	-60	-242
129	-51	-244
130	-43	-246
131	-34	-247
132	-26	-248
133	-17	-249
134	-8	-249
135	0	-250
136	8	-249
137	17	-249
138	26	-248
139	34	-247
140	43	-246
141	51	-244
142	60	-242
143	68	-240
144	77	-237
145	85	-234
146	93	-231
147	101	-228
148	109	-224
149	117	-220
150	125	-216
151	132	-212
152	139	-207
153	146	-202
154	153	-197
155	160	-191
156	167	-185
157	173	-179
158	179	-173
159	185	-167
160	191	-160
161	197	-153
162	202	-146
163	207	-139
164	212	-132
165	216	-125
166	220	-117
167	224	-109
168	228	-101
169	231	-93
170	234	-85
171	237	-77
172	240	-68
173	242	-60
174	244	-51
175	246	-43
176	247	-34
177	248	-26
178	249	-17
179	249	-8

0	1	-127.95861447296407
0	2	-100.6909593452437
0	3	189.7697350505799
0	4	-177.539629521104
0	5	165.90604481611032
0	6	-97.13127342006314
0	7	81.74892744315159
0	8	85.03684306308614
0	9	-2.9355990357339983
0	10	-14.359983182558905
0	11	-23.193918738880242
0	12	-20.206346601279083
0	13	-11.062196781947899
0	14	-5.101904402450295
0	15	2.6122801824697173
0	16	-13.581798817947014
0	17	0.5895102970749196
0	18	-7.316177310518698
0	19	-15.980489071573146
0	20	-11.121233633568476
0	21	-26.841358868282263
0	22	-9.308315389524223
0	23	-10.688076206471429
0	24	-4.366296474399467
0	25	-1.4896567296178056
0	26	-1.6886026319133272
0	27	1.4072720493006552
0	28	0.4838507803124952
0	29	-0.9995365043178518
0	30	2.9586596944988366
0	31	0.506643619201383
0	32	-0.9426974578371081
0	33	0.19720527069097282
0	34	2.5006649596482866
0	35	4.912309987207842
0	36	-1.760730051481871
0	37	-2.9401277853596866
0	38	0.10185550154764035
0	39	2.164538887297659
0	40	-1.0524664429652602
0	41	2.344615992154757
0	42	4.439205911280377
0	43	3.526990202363938
0	44	3.3949517301507592
0	45	1.5565182093708554
0	46	5.41080250734493
0	47	2.4535575258007087
0	48	8.144564468009998
0	49	11.356441543449225
0	50	6.358509960899778
0	51	7.673922781475922
0	52	9.297534260095956
0	53	5.291569560897481
0	54	2.06519722985811
0	55	-1.124050761735286
0	56	-2.23326608502347
0	57	-3.0930038582068815
0	58	-2.420834030099043
0	59	2.178796535101084
0	60	4.224391253400324
0	61	8.534675399894518
0	62	12.16925215256291
0	63	14.434733565705049
0	64	13.540377423834002
0	65	21.32531701889345
0	66	21.52100800044576
0	67	20.585460352859943
0	68	21.606581151947093
0	69	22.857478764482813
0	70	22.32337286775106
0	71	16.86590481906643
0	72	11.277035468506849
0	73	7.63151258162406
0	74	-2.7495083865870242
0	75	6.349156780839813
0	76	11.618125286355
0	77	14.528975847254777
0	78	11.868819198499676
0	79	14.667012966447851
0	80	11.026486144302897
0	81	8.583646703236274
0	82	2.651614151551698
0	83	3.1528072786189485
0	84	-0.8117697743756482
0	85	-7.1647678950850935
0	86	-19.436132795532867
0	87	-16.957927957211055
0	88	-15.921781725703092
0	89	-19.975685322896137
0	90	-42.51955784319652
0	91	-38.33573026053369
0	92	-12.78089312072153
